Agent Outbound Messages Send ID,Concierge QA Audit Scores Total Intent Identified Score Count,Concierge QA Audit Scores Total Necessary Reply Score Count,Concierge QA Audit Scores Total Correct Escalation Score Count,Concierge QA Audit Scores Total Double Text Score Count,Concierge QA Audit Scores Total Efficient Troubleshooting Score Count,Concierge QA Audit Scores Total Partial Reply Score Count,Concierge QA Audit Scores Total Company Profile Score Count,Concierge QA Audit Scores Total Conversation Score Count,Concierge QA Audit Scores Total Customer Profile Score Count,Concierge QA Audit Scores Total Notes Score Count,Concierge QA Audit Scores Total Promo Notes Score Count,Concierge QA Audit Scores Total Templates Score Count,Concierge QA Audit Scores Total Correct Grammar Score Count,Concierge QA Audit Scores Total No Repetition Score Count,Concierge QA Audit Scores Total No Typos Score Count,Concierge QA Audit Scores Total Understandable Message Score Count,Concierge QA Audit Scores Total Empathetic Score Count,Concierge QA Audit Scores Total Personalized Score Count,Concierge QA Audit Scores Total Preferred Tone Followed Score Count
019c4a25-5cdb-4bf6-f000-0000fa72802c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019be710-9fcb-448a-f000-0000c870bd97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bec89-47c4-42dd-f000-0000d52d3547,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b99ea-0267-4fc3-f000-0000f160c3d9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d39fd-1a40-4911-f000-00012eb8353a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d162b-5955-4935-f000-00007321925e,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
019bdbd1-4c67-4129-f000-0000b34b3ac5,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
019c6917-6981-48d6-f000-0000f9e9f470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b8527-bc9d-4910-f000-0000f146acd0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b9a7b-9c39-4bc2-f000-0000ab605bd6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d3737-c11a-4cf1-f000-00012df1ae51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c9bd8-5d4a-4c62-f000-0000bf6f3aa8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf27d-49d8-46bd-f000-000082716c5d,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cf6d6-d60f-4e33-f000-0000fba8c7d1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce8ec-ec52-4ec8-f000-000100db5436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b913a-d878-47b5-f000-0000e8bb359c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ba0db-de00-474c-f000-00004aade932,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bb799-3ffa-4c56-f000-0000139191ba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d1186-e63c-4614-f000-000011d9bec1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ca14d-d67e-400e-f000-00010000b4c5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c8c48-33e6-4ad0-f000-0000fbbde79f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c34ed-017c-4b48-f000-0000f7669508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b9133-cc38-46fc-f000-0000ed893a64,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
019d18cf-09e0-4969-f000-00012d3f9092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cc89a-6629-4fcb-f000-000100288e51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bc357-2339-47ee-f000-0000d6f5323d,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d2ac7-ca32-4dce-f000-00008f34fffe,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c20dc-2d38-44ef-f000-0000f648b147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ccacc-0fe1-49df-f000-000100e9f7a8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b98c6-6fc8-45c1-f000-0000e7e7f87e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d1769-aff4-4b54-f000-0000d5facddd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c9aca-bc0c-4d5f-f000-0000ce80bd2f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bfc34-336d-46f3-f000-0000994a3acb,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ceeb1-efd0-4ff1-f000-00010080ef66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d2cc8-3845-456a-f000-000003f490e8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c9060-756e-43e5-f000-0000b581c570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cfbc0-8395-448a-f000-00012b743161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c2a1f-a041-45b8-f000-000033e111c2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c818f-0d14-4c14-f000-0000a053d355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d12db-071d-410d-f000-0000a5338c9b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bbe47-83a9-4936-f000-0000f38ee671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c3068-0620-4a7f-f000-0000ed62fcf0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c5834-0834-40a6-f000-0000faa00f8f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d16b3-ae42-45c5-f000-0000e5178a26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c0227-ae15-4e28-f000-0000f5fa387a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d0dc1-74c1-4d0a-f000-0000040a3666,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
019c2901-698a-4a31-f000-0000f2fd51cd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b8ef6-953c-4fe4-f000-0000db8c2f57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c49e7-43f9-4fbe-f000-0000f15ca0ce,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019caf27-f17d-444e-f000-000100448a51,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
019d3a12-abab-4691-f000-0000f6db7cf0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019beb07-2050-4f17-f000-0000d28c7c6a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c4d9f-df0e-447e-f000-00006bf49f38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b9aed-a523-4d20-f000-0000f05d76e2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ba479-3edc-4799-f000-0000f362c5c3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c3a9e-0952-46c8-f000-0000395db77b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cbece-4be1-4eb8-f000-000026719c70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bdb97-a0e1-4794-f000-0000f4bf9dd4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d16d1-bf50-42a8-f000-00012d3582db,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
019b9a1b-7b2c-4f68-f000-0000ca95b6d7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cde0c-ef9a-407a-f000-000093fcee4c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c95b6-96b4-4d96-f000-0000ff882ec6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bd2b0-6901-490c-f000-0000f1d811ca,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b8435-d7a0-4e22-f000-0000a3c148b7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bc869-59a5-43d5-f000-000089e87eab,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c4373-7790-4015-f000-0000ee1ec3e5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ca148-d951-43c3-f000-0000ff5bc68c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b95f1-b483-47f0-f000-0000f230ca18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cdd59-ef54-4bc5-f000-000029e9eca7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cce68-a2c5-4e28-f000-00009ae4f0ba,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
019b94c5-d71d-4354-f000-0000ab581342,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c0269-a966-4fdf-f000-00002036f49c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d035c-9540-4930-f000-0000e88ae422,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
019d076d-8aab-4755-f000-0000f5ddc4ae,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ca5ac-a49b-4ec5-f000-0000d1144b97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c2582-18a0-4acc-f000-0000f5ac31a4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c347f-26f2-41a5-f000-0000a8d13da7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf77c-6ee0-473a-f000-0000f5fd2b19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d3be1-9e2d-4b5a-f000-00012d4ff9f0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019caed7-34e3-43cf-f000-000100433524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cee5a-aac4-457a-f000-0000695bab88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bfbf0-6025-44bf-f000-00000197badd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019baf63-7981-4d32-f000-000046fc59f4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c23b6-0a43-488f-f000-00002d9a2c11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b7c57-7882-46a9-f000-0000c0ff5113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019baf71-70d5-4211-f000-0000f389cc3f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf6d1-64af-457f-f000-0000dde02a59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c2ef1-ff55-4025-f000-0000e79b0ba2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bc2e0-af70-48d6-f000-0000f391be11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cf332-4232-48cf-f000-0001006ff88d,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cd7df-cca8-44a3-f000-0000fdf50055,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c0083-e785-470b-f000-0000f639c120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c1fc2-cadf-40fc-f000-0000f676f19b,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
019cc639-fbff-4d13-f000-000068e6dc23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c1f28-37a4-4b03-f000-00007a15b723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b95f1-2459-472b-f000-000080885a6c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ca5d5-e645-4964-f000-0000f16977ec,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce9ad-6283-4643-f000-00012b1a2325,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce364-63d0-413b-f000-0000251f7608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019be2a5-40fb-4e5a-f000-0000a848ce56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c01a8-8651-40a7-f000-0000a94e8e78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cb5a7-ac09-46cd-f000-0000c1074cee,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c3a0c-a894-40d9-f000-0000d0017c68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bd149-2695-4a59-f000-0000f4840eb4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
019c8352-10b8-4bc5-f000-0000a90f4f35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cc57a-ee86-4104-f000-0000805ac49c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bed19-90ea-4a86-f000-0000a1b0becf,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c052c-ae4f-4418-f000-000024b73604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b8107-2ade-446c-f000-0000f122c166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bccae-c703-44e2-f000-0000efb71ca3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c6c8b-76f8-4939-f000-000074a669bb,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c024b-f26d-4db1-f000-0000f6503aaa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b8725-e5fa-4f84-f000-0000f14cae19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf641-870b-472a-f000-0000a352574a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b9a42-2fde-4e3f-f000-00003166c81e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c95f5-798f-4cb0-f000-000089e9d6a6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf0c0-71b1-4ae6-f000-0000f473bad2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c6437-3330-4535-f000-0000fba84576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c4365-e761-4166-f000-00007fe65cc7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c20b3-bf2a-4a0a-f000-0000259c8ae8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ccd6f-4373-4315-f000-00006d8e08ea,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b8f2a-35b0-43fc-f000-0000f17b1719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cd407-290e-4b11-f000-0000fc451ff2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf0f0-366d-430d-f000-0000f379cb77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf728-5b52-42d3-f000-0000bf11d061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ba3ce-5415-497d-f000-0000f04e9bca,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cb039-a8dd-40e1-f000-0000a7cc2090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cc5a2-ab1b-41ff-f000-000100d04a49,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
019bce5a-dcea-4a06-f000-000096b0a95f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bfb1d-973a-4b3a-f000-0000f56827ad,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bc2f2-d50e-43a0-f000-0000019f5a0b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d0252-906f-4a27-f000-0000ec42733f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ba9d2-928d-4840-f000-0000f34cd4d3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c87de-25d4-4f8a-f000-0000fb29e695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c217a-a4b3-456f-f000-0000f59183af,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bb9c7-5661-4d1e-f000-0000d0f494c8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d4698-04db-47bb-f000-0000f09d51af,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b99d7-9896-4a5f-f000-00002078292e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cdd68-6705-46dc-f000-0000ffa33af3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cee8e-f21e-4995-f000-0000e990adaa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c8bc8-ce36-4531-f000-0000fddf7c51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bb906-2934-4cb6-f000-0000d1a516e7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c249f-1a7e-487c-f000-0000f6e8b115,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
019d2fc3-2ea8-4f06-f000-00012e05ba5f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cf28c-471a-4070-f000-00005d974446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d17b4-ce59-4c8f-f000-0000f139358e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cf1cc-7456-4e6b-f000-00012b3e5564,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c04b4-faa7-4737-f000-00006ce832dd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cd000-ccb0-406a-f000-00012a257925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce264-4f9e-4094-f000-00012a917340,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
019ca0f4-0db2-4a15-f000-0000ff9a5738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf705-bf16-4d0e-f000-0000f3ab4f97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d2af6-8652-42e0-f000-0000e736c3a9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ba45f-938c-4e40-f000-000016d55722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c216d-1c5b-4354-f000-0000f6f91827,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c7bbb-092c-4ce4-f000-0000fd24c4bc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d0809-f753-4ab8-f000-00003b5e02ab,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b99ee-58c1-4935-f000-0000f1db7a87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c7ca0-303b-446b-f000-0000fc721cf1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
019d03c8-aca4-4708-f000-000100367d9a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c201f-2c80-4cef-f000-0000a5b2fccd,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c9be5-0c5d-4036-f000-00005ce35c9e,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
019c0608-f7e1-46c4-f000-0000f458fb64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cd361-d4db-45dc-f000-00012a3109c7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf220-65ab-4d1d-f000-0000f5b63922,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c9c59-3821-4dab-f000-0000743dcd87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b80cc-579e-42c1-f000-0000929d9f5b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cd875-21c8-4c9d-f000-0000b7b807b1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ca4d9-bf60-463b-f000-00009bc400d4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cba76-351a-453a-f000-00010095c9a5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c8dc3-f70b-44f8-f000-000081ef3b43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c0647-09dc-4c6b-f000-0000ef0aca05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d3f5d-9386-4c3a-f000-0000743dcd87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
019cc424-7ec8-4ea4-f000-000100c3a69d,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
019cabd2-69c1-48f7-f000-000036b6c245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c102c-1d35-43cd-f000-0000e6c1ae25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019baa91-a407-4fd6-f000-0000bf37f293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cb9ae-13ce-4b8a-f000-000012e96497,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bd87d-46ea-4f0c-f000-0000f4a3ae72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cde25-ce7b-49e9-f000-0000370c6aec,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce9cf-d01b-4501-f000-0000c484c42f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c495f-9808-4ceb-f000-0000fa1a3b0c,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
019b8f56-3a1e-4ed7-f000-0000f17014fb,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bc424-6693-4383-f000-0000f430d87e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bcdec-edbd-433a-f000-0000d9bde0cf,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bd768-dfdb-4efc-f000-0000f4a1d3e7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c5da3-709a-4c81-f000-0000b496f58c,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c33ea-3812-4ab2-f000-000066dc3764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019caff3-ff96-4ab4-f000-000020c2e72a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c727f-ca47-4ee1-f000-0000d478290b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cdfa3-a3d2-4934-f000-00012a874a9e,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce9d4-611b-4759-f000-00012a7519ec,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bd706-24c7-46fe-f000-0000f31959ba,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c2ad6-f6ae-4b26-f000-0000f46d96c5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019ce26b-091f-4e69-f000-0000fd22303d,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c49c8-7298-4631-f000-0000ce53b22b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf6af-5fe1-4d97-f000-0000ee3e9c0d,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c5dd5-1b82-4b89-f000-0000dec92ae1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d3598-6f45-45ed-f000-00012dfa79ad,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cf974-c93e-4dce-f000-0000f412cbc0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c16ba-ef21-45e5-f000-0000d9243615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019baf38-b739-4d03-f000-0000f04f40ce,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019bf7ea-bdd9-48e9-f000-0000f6023870,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cd9a7-d9ee-4251-f000-00012a564aa2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c54b0-700c-4aa3-f000-000001f11a59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d1c31-b5c7-482b-f000-000058da2a40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b7a86-1fd7-44cc-f000-0000ac0a27d5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c0187-3307-4787-f000-000055584e05,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
019bec94-a7cc-448d-f000-00000a9fc455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019d02b0-2731-485c-f000-00012b84ba5d,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019b9b81-64d0-4657-f000-0000e7deb2d7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019c0abb-4fae-482a-f000-0000f63db3f8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019baf1c-8dc4-4c7e-f000-0000f39a058f,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cb06c-d916-4d4e-f000-00009b04658b,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
019cda30-5e78-4c41-f000-0000f102ccb9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
